"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JIVST4XI","journalArticle","2025","Han, Hua; Gao, Jiaqing; Gu, Bo; Ren, Zhengxiong","Comprehensive study on building chiller fault feature and diagnosis using hybrid CNN","","","2374-4731","10.1080/23744731.2024.2402200","","","2025","2025-12-15 17:38:52","2025-12-16 17:59:00","","","","","31.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Han-et-al-2025-2cb683956c25817899ffd6b3def62973","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSHTX63T","journalArticle","2018","Aboubrahim, Amin; Nath, Pran","Naturalness, the hyperbolic branch, and prospects for the observation of charged Higgs bosons at high luminosity LHC and 27 TeV LHC","","","2470-0010","10.1103/PhysRevD.98.095024","","","2018","2025-12-15 17:38:52","2025-12-16 17:59:01","","","","","98.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/IVVEE3TU/Aboubrahim and Nath - 2018 - Naturalness, the hyperbolic branch, and prospects for the observation of charged Higgs bosons at hig.pdf; ","notion://www.notion.so/Aboubrahim-and-Nath-2018-2cb683956c2581e8b470e3c299e28e84","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZSM4HSN","journalArticle","2024","Abbas, Sidra; Alsubai, Shtwai; Sampedro, Gabriel Avelino; Abisado, Mideth; Almadhor, Ahmad; Kim, Tai-hoon","Privacy preserved and decentralized thermal comfort prediction model for smart buildings using federated learning","","","","10.7717/peerj-cs.1899","","","2024","2025-12-15 17:38:52","2025-12-16 17:59:01","","","","","10.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/SURCZ7R3/Abbas et al. - 2024 - Privacy preserved and decentralized thermal comfort prediction model for smart buildings using feder.pdf; ","notion://www.notion.so/Abbas-et-al-2024-2cb683956c2581908ed2e089e2169597","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLT22KMK","journalArticle","2022","Qi, Chongchong; Wu, Mengting; Lu, Xiang; Zhang, Qinli; Chen, Qiusong","Comparison and determination of optimal machine learning model for predicting generation of coal fly ash","","","","10.3390/cryst12040556","","","2022","2025-12-15 17:38:52","2025-12-16 17:59:02","","","","","12.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/7QMNNEQI/Qi et al. - 2022 - Comparison and determination of optimal machine learning model for predicting generation of coal fly.pdf; ","notion://www.notion.so/Qi-et-al-2022-2cb683956c2581368c08d51f51c4a718","machine learning; notion; sensitivity analysis; multiple linear regression; cfa; generation; utilization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STVHJNDL","journalArticle","2024","Xu, Datao; Zhou, Huiyu; Quan, Wenjing; Ugbolue, Ukadike Chris; Gusztav, Fekete; Gu, Yaodong","A new method applied for explaining the landing patterns: Interpretability analysis of machine learning","","","","10.1016/j.heliyon.2024.e26052","","","2024","2025-12-15 17:38:52","2025-12-16 17:59:02","","","","","10.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/BLQAMWIR/Xu et al. - 2024 - A new method applied for explaining the landing patterns Interpretability analysis of machine learn.pdf; ","notion://www.notion.so/Xu-et-al-2024-2cb683956c2581868f13d79c4b6cbbab","notion; biomechanics; explainable machine learning; clinical diagnosis; landing pattern recognition; layer -wise relevance propagation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJL6FECR","journalArticle","2022","van de Kuit, Anouk; Oosterhoff, Jacobien H. F.; Dijkstra, Hidde; Sprague, Sheila; Bzovsky, Sofia; Bhandari, Mohit; Swiontkowski, Marc; Schemitsch, Emil H. H.; IJpma, Frank F. A.; Poolman, Rudolf W. W.; Doornberg, Job N. N.; Hendrickx, Laurent A. M.","Patients with femoral neck fractures are at risk for conversion to arthroplasty after internal fixation: a machine-learning algorithm","","","0009-921X","10.1097/CORR.0000000000002283","","","2022","2025-12-15 17:38:52","2025-12-16 17:59:03","","","","","480.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/FJGU2YVY/van de Kuit et al. - 2022 - Patients with femoral neck fractures are at risk for conversion to arthroplasty after internal fixat.pdf; ","notion://www.notion.so/van-de-Kuit-et-al-2022-2cb683956c25810d8df9d8da1b56b462","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PELFQ55Y","journalArticle","2023","Tang, Wenshuo; Blanche, Jamie; Mitchell, Daniel; Harper, Samuel; Flynn, David","Characterisation of composite materials for wind turbines using frequency modulated continuous wave sensing","","","2504-477X","10.3390/jcs7020075","","","2023","2025-12-15 17:38:52","2025-12-16 17:59:03","","","","","7.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/UM24WV6E/Tang et al. - 2023 - Characterisation of composite materials for wind turbines using frequency modulated continuous wave.pdf; ","notion://www.notion.so/Tang-et-al-2023-2cb683956c2581ecac77ec3c69a9b67e","notion; composite materials; fmcw; non-destructive evaluation; sensing; wind turbine blades","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHY44E3V","journalArticle","2023","Westphal, Philip; Luo, Hongxing; Shahmohammadi, Mehrdad; Prinzen, Frits W.; Delhaas, Tammo; Cornelussen, Richard N.","Machine learning-powered, device-embedded heart sound measurement can optimize AV delay in patients with CRT","","","1547-5271","10.1016/j.hrthm.2023.05.025","","","2023","2025-12-15 17:38:52","2025-12-16 17:59:04","","","","","20.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/4SGYVVDU/Westphal et al. - 2023 - Machine learning-powered, device-embedded heart sound measurement can optimize AV delay in patients.pdf; ","notion://www.notion.so/Westphal-et-al-2023-2cb683956c2581ae8978f7c2190d8f71","machine learning; artificial intelligence; notion; cardiac resynchronization therapy; remote monitoring; clinical study; heart sounds; hemodynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MC5TS882","journalArticle","2024","Nelson, William; Dieckert, Christopher","Machine learning-based automated fault detection and diagnostics in building systems","","","","10.3390/en17020529","","","2024","2025-12-15 17:38:52","2025-12-16 17:59:04","","","","","17.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/PW723QLX/Nelson and Dieckert - 2024 - Machine learning-based automated fault detection and diagnostics in building systems.pdf; ","notion://www.notion.so/Nelson-and-Dieckert-2024-2cb683956c25811ab953ca275d6d9243","machine learning; notion; fault diagnosis; fault detection; building systems; case study; commercial building; hvac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZR4AMAI","journalArticle","2024","Ben Saad, Sabra","A trust distributed learning (D-NWDAF) against poisoning and byzantine attacks in B5G networks","","","2475-6725","10.1002/spy2.406","","","2024","2025-12-15 17:38:52","2025-12-16 17:59:05","","","","","7.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Ben-Saad-2024-2cb683956c2581d9b2a5eab030e979b7","notion; explainable artificial intelligence; energy efficiency; 5g and beyond; byzantine attack; d-nwdaf; federated deep learning; flipping attack; inter-slice attacks; optimized client selection; poisoning attacks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49QB3E52","journalArticle","2025","Shi, Xiaoyu; Li, Yuan; Qu, Yongxiao; Xiong, Kaibin; Fu, Yuequn; Zhang, Zhisen; Wu, Jianyang","Unveiling the influence of water vacancy defects on mechanical properties of methane hydrates: a molecular dynamics and machine learning study","","","1862-6254","10.1002/pssr.202500254","","","2025","2025-12-15 17:38:52","2025-12-16 17:59:07","","","","","","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Shi-et-al-2025-2cb683956c25813f80a2f727221ca098","machine learning; notion; mechanical properties; methane hydrates; molecular dynamics; water vacancies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT8HB3M4","journalArticle","2025","Michalski, Miguel A. De C.; Murad, Carlos A.; Kashiwagi, Fabio N.; De Souza, Gilberto F. M.; Da Silva, Halley J. B.; Cortes, Hyghor M.","A multi-criteria framework for selecting machine learning techniques for industrial fault prognosis","","","2169-3536","10.1109/ACCESS.2025.3604754","","","2025","2025-12-15 17:38:52","2025-12-16 17:59:08","","","","","13.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/MXTNPH39/Michalski et al. - 2025 - A multi-criteria framework for selecting machine learning techniques for industrial fault prognosis.pdf; ","notion://www.notion.so/Michalski-et-al-2025-2cb683956c2581899467e7155f53ca16","machine learning; notion; decision making; fault diagnosis; predictive models; predictive maintenance; prognostics; maintenance; adaptation models; computational modeling; surveys; degradation; evaluation methods; industrial systems; prognostics and health management; remaining life assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YNVE279W","journalArticle","2025","Junaedi, Harri; Akkad, Khaled; Khan, Tabrej; Abd El-baky, Marwa A.; Awd Allah, Mahmoud M.; Sebaey, Tamer A.","Crashworthiness prediction of perforated foam-filled CFRP rectangular tubes crash box using machine learning","","","","10.3390/polym17212887","","","2025","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","17.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/DTQUBGM3/Junaedi et al. - 2025 - Crashworthiness prediction of perforated foam-filled CFRP rectangular tubes crash box using machine.pdf","","crushing test; energy absorption; hybrid structures; regression algorithm; thin-walled structure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNFFYHWZ","journalArticle","2021","Noorazar, H.; Srivastava, A.; Pannala, S.; Sadanandan, Sajan K.","Data-driven operation of the resilient electric grid: A case of COVID-19","","","","10.1049/tje2.12065","","","2021","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","2021.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/U8DZBMAS/Noorazar et al. - 2021 - Data-driven operation of the resilient electric grid A case of COVID-19.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZ8KHC28","journalArticle","2025","Aghdam, Farid Hamzeh; Zavodovski, Aleksandr; Adetunji, Adeleye; Rasti, Mehdi; Pongracz, Eva; Javadi, Mohammad Sadegh; Catalao, Joao P. S.","Co-optimization of Demand Response Aggregators and distribution system operator for resilient operation using machine learning based wind generation forecasting: A bilevel approach","","","0142-0615","10.1016/j.ijepes.2024.110399","","","2025","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","164.0","","","","","","","","","","","","","","","","","","","","","resilience; machine learning; long short-term memory; bilevel optimization; consumer participation; day-ahead operation; demand response aggregator; forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XC7PJ7A","journalArticle","2025","Fu, Liling","Application of deep learning and fuzzy decision support system in residence right management","","","1562-2479","10.1007/s40815-024-01917-7","","","2025","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","27.0","","","","","","","","","","","","","","","","","","","","","deep learning; security; convolutional neural networks; fuzzy decision support systems; recurrent neural networks; residence right management; resource allocation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFJJU3R3","journalArticle","2023","Du, Jian; Zheng, Jianqin; Liang, Yongtu; Xu, Ning; Liao, Qi; Wang, Bohong; Zhang, Haoran","Deeppipe: Theory-guided prediction method based automatic machine learning for maximum pitting corrosion depth of oil and gas pipeline","","","0009-2509","10.1016/j.ces.2023.118927","","","2023","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","278.0","","","","","","","","","","","","","","","","","","","","","feature engineering; automatic machine learning; maximum pitting corrosion depth prediction; theory-guided data science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BBU94U5Y","journalArticle","2023","Tong, Yi; Shu, Mou; Li, Mingxin; Liu, Yingwei; Tao, Ran; Zhou, Congcong; Zhao, You; Zhao, Guoxing; Li, Yi; Dong, Yachao; Zhang, Lei; Liu, Linlin; Du, Jian","A neural network-based production process modeling and variable importance analysis approach in corn to sugar factory","","","2095-0179","10.1007/s11705-022-2190-y","","","2023","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","17.0","","","","","","","","","","","","","","","","","","","","","neural network; big data; corn to sugar factory; variable importance analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8U4Q6H8F","journalArticle","2015","Olivencia Polo, Fernando A.; Ferrero Bermejo, Jesus; Gomez Fernandez, Juan F.; Crespo Marquez, Adolfo","Failure mode prediction and energy forecasting of PV plants to assist dynamic maintenance tasks by ANN based models","","","0960-1481","10.1016/j.renene.2015.03.023","","","2015","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","81.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/3Y4R4JAS/Olivencia Polo et al. - 2015 - Failure mode prediction and energy forecasting of PV plants to assist dynamic maintenance tasks by A.pdf","","artificial neural network; maintenance; renewable energy; condition based maintenance; proportional weibull reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KGQQG3TL","journalArticle","2016","Alghassi, Alireza; Perinpanayagam, Suresh; Samie, Mohammad","Stochastic RUL calculation enhanced with TDNN-based IGBT failure modeling","","","0018-9529","10.1109/TR.2015.2499960","","","2016","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","65.0","","","","","","","","","","","","","","","","","","","","","power electronics; probability distribution function; prognostics; insulated gate bipolar transistor (igbt); remaining useful life (rul); time-delay neural network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NIPYB79B","journalArticle","2019","Majumder, Priyanka; Saha, Apu Kumar","Identification of most significant parameter of impact of climate change and urbanization on operational efficiency of hydropower plant","","","2160-9500","10.4018/IJEOE.2019070103","","","2019","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","8.0","","","","","","","","","","","","","","","","","","","","","neural network; hydropower plant; climate change; hydro turbine; urbanization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6479J8Y9","journalArticle","2020","Majumder, Priyanka; Majumder, Mrinmoy; Saha, Apu Kumar","Real-time monitoring of power production in modular hydropower plant: most significant parameter approach","","","1387-585X","10.1007/s10668-019-00369-6","","","2020","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","22.0","","","","","","","","","","","","","","","","","","","","","real-time monitoring; hydropower plant; mcdm; power production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNYHR9AD","journalArticle","2020","Ozcan, Evrencan; Danisan, Tugba; Yumusak, Rabia; Eren, Tamer","An artificial neural network model supported with multi criteria decision making approaches for maintenance planning in hydroelectric power plants","","","1507-2711","10.17531/ein.2020.3.3","","","2020","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","22.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/KQCU8JU6/Ozcan et al. - 2020 - An artificial neural network model supported with multi criteria decision making approaches for main.pdf","","artificial neural networks; ahp; failure period estimation; hydroelectric power plants; maintenance planning; topsis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8P5D3QK","journalArticle","2020","Rigatos, G.; Zervos, N.; Abbaszadeh, M.; Siano, P.; Serpanos, D.; Siadimas, V.","Neural networks and statistical decision making for fault diagnosis of PM linear synchronous machines","","","0020-7721","10.1080/00207721.2020.1792579","","","2020","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","51.0","","","","","","","","","","","","","","","","","","","","","residuals sequence; statistical fault diagnosis; chi(2) distribution; gauss-hermite neural networks; permanent magnet linear synchronous machines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FBEWVXF","journalArticle","2021","Shi, Jinchuan; Yi, Jiyan; Ren, Yan; Li, Yong; Zhong, Qi; Tang, Hesheng; Chen, Leiqing","Fault diagnosis in a hydraulic directional valve using a two-stage multi-sensor information fusion","","","0263-2241","10.1016/j.measurement.2021.109460","","","2021","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","179.0","","","","","","","","","","","","","","","","","","","","","hydraulic directional valve; internal fault diagnosis; multi-sensor information fusion; two-stage information fusion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFEKC9HH","journalArticle","2022","Yang, Qian; Pattipati, Krishna R.; Awasthi, Utsav; Bollas, George M.","Hybrid data-driven and model-informed online tool wear detection in milling machines","","","0278-6125","10.1016/j.jmsy.2022.04.001","","","2022","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","63.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/HKVKEY3K/Yang et al. - 2022 - Hybrid data-driven and model-informed online tool wear detection in milling machines.pdf","","decision tree; neural network; models; cumulative sum test; hybrid physics-based and machine learning; online anomaly detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWLVASD3","journalArticle","2022","Tabassum, Mujahid; Perumal, Sundresan; Kashem, Saad Bin Abdul; Ponnan, Suresh; Chakraborty, Chinmay; Chowdhury, Muhammad E. H.; Khandakar, Amith","Enhance data availability and network consistency using artificial neural network for IoT","","","1380-7501","10.1007/s11042-022-13337-6","","","2022","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","","","","","","","","","","","","","","","","","","","","","","artificial neural network; decision tree algorithm; cluster base network; data aggregation; on-demand routing protocol; wireless sensor network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHHIGYC9","journalArticle","2022","Ghosh, Soumya; Majumder, Mrinmoy; Mohammed, Omar Hazem; Bajaj, Mohit; Singh, Arvind R.; Kamel, Salah","Estimation of failure probability of wave energy farms by group method of data handling: An indian scenario","","","2296-598X","10.3389/fenrg.2022.1009987","","","2022","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","10.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/P36JC8S3/Ghosh et al. - 2022 - Estimation of failure probability of wave energy farms by group method of data handling An indian s.pdf","","fuzzy; wave energy farm; ahp; anp; gmdh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FA83KKGJ","journalArticle","2023","Lahyaoui, M.; Diane, A.; El-Idrissi, H.; Saffaj, T.; Rodi, Y. Kandri; Ihssane, B.","QSAR modeling and molecular docking studies of 2-oxo-1, 2-dihydroquinoline-4-carboxylic acid derivatives as p-glycoprotein inhibitors for combating cancer multidrug resistance","","","","10.1016/j.heliyon.2023.e13020","","","2023","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","9.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/389HECLN/Lahyaoui et al. - 2023 - QSAR modeling and molecular docking studies of 2-oxo-1, 2-dihydroquinoline-4-carboxylic acid derivat.pdf","","machine learning; deep learning; molecular docking; pca; qsar; quinoline","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZALT53JE","journalArticle","2023","Alhaddad, Ulaa; Basuhail, Abdullah; Khemakhem, Maher; Eassa, Fathy Elbouraey; Jambi, Kamal","Towards sustainable energy grids: a machine learning-based ensemble methods approach for outages estimation in extreme weather events","","","","10.3390/su151612622","","","2023","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","15.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/DS7P9P2A/Alhaddad et al. - 2023 - Towards sustainable energy grids a machine learning-based ensemble methods approach for outages est.pdf","","resilience; energy management resilience; ensemble methods; extreme events","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KCBDW55","journalArticle","2023","Rangel-Rodriguez, Angel H.; Granados-Lieberman, David; Amezquita-Sanchez, Juan P.; Bueno-Lopez, Maximiliano; Valtierra-Rodriguez, Martin","Analysis of vibration signals based on machine learning for crack detection in a low-power wind turbine","","","","10.3390/e25081188","","","2023","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","25.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/4H93UKVM/Rangel-Rodriguez et al. - 2023 - Analysis of vibration signals based on machine learning for crack detection in a low-power wind turb.pdf","","machine learning; statistical features; blades; cracks; k-nearest neighbors; vibrations; wind turbines; anova","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNWZ6PC2","journalArticle","2024","Talebi, Hossein; Bahrami, Bahador; Daneshfar, Mohammad; Bagherifard, Sara; Ayatollahi, Majid R.","Data-driven based fracture prediction of notched components","","","1364-503X","10.1098/rsta.2022.0397","","","2024","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","382.0","","","","","","","","","","","","","","","","","","","","","machine learning; artificial neural network; decision tree ensemble; gaussian process regression; neighbourhood component analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWPLAMMY","journalArticle","2023","Heidari, Arash; Jamali, Mohammad Ali Jabraeil; Navimipour, Nima Jafari; Akbarpour, Shahin","A QoS-aware technique for computation offloading in IoT-edge platforms using a convolutional neural network and markov decision process","","","1520-9202","10.1109/MITP.2022.3217886","","","2023","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","25.0","","","","","","","","","","","","","","","","","","","","","reinforcement learning; transfer learning; batteries; energy consumption; delays; markov processes; quality of service","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L36WNAPR","journalArticle","2023","Choudary, V. Bharath; Kavithamani, A.","Design of a hybrid meta-heuristic optimizer for modelling a multi-level inverter","","","1555-130X","10.1166/jno.2024.3607","","","2023","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","19.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/KILIVF46/Choudary and Kavithamani - 2023 - Design of a hybrid meta-heuristic optimizer for modelling a multi-level inverter.pdf","","features; multi-level inverter; optimizer; particle swarm and firefly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEV8QYX8","journalArticle","2024","Abarca-Albores, Jordan; Cabrera, Danna Cristina Gutierrez; Salazar-Licea, Luis Antonio; Ruiz-Robles, Dante; Franco, Jesus Alejandro; Perea-Moreno, Alberto-Jesus; Munoz-Rodriguez, David; Hernandez-Escobedo, Quetzalcoatl","A novel proposal in wind turbine blade failure detection: An integrated approach to energy efficiency and sustainability","","","","10.3390/app14178090","","","2024","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","14.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/9SVBMQKF/Abarca-Albores et al. - 2024 - A novel proposal in wind turbine blade failure detection An integrated approach to energy efficienc.pdf","","artificial intelligence; energy; sustainability; blade failures; wind turbine; orange data mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9Z659QKI","journalArticle","2025","Li, Zhipeng; Liu, Shaobo; Liu, Guoliang","Improving power grid disaster resilience through predictive analytics based on data-driven photovoltaic power plant and distribution network power forecasting","","","2169-3536","10.1109/ACCESS.2025.3611104","","","2025","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","13.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/X22JYR34/Li et al. - 2025 - Improving power grid disaster resilience through predictive analytics based on data-driven photovolt.pdf","","resilience; machine learning; predictive models; predictive analytics; distribution network; photovoltaic power plants; real-time systems; adaptation models; forecasting; disasters; distribution networks; load modeling; power grid resilience; power grids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XY69RX8T","journalArticle","2025","Park, Jimin; Jeong, Min-Gi; Alfaruqi, Muhammad Hilmy; Kurniawan, Muhamad; Xiong, Shizhao; Kansara, Shivam; Kim, Hyerim; Park, Hyeona; Kim, Jaekook; Lee, Chan-Woo; Jung, Hun-Gi; Hwang, Jang-Yeon","Locking of dendrites in potassium metal batteries: A potassiophilic 3D host discovered with machine learning screening","","","1385-8947","10.1016/j.cej.2025.169977","","","2025","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","525.0","","","","","","","","","","","","","","","","","","","","","machine learning; cu host structure; cuo; potassiophilic; k-metal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LTAI5UZE","journalArticle","2022","MansourLakouraj, Mohammad; Gautam, Mukesh; Livani, Hanif; Benidris, Mohammed","A multi-rate sampling PMU-based event classification in active distribution grids with spectral graph neural network","","","0378-7796","10.1016/j.epsr.2022.108145","","","2022","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","211.0","","","","","","","","","","","","","","","","","","","","","distribution grids; event classification; graph neural network (gnn); multi-rate sampling pmus; location identification; region","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86MIEYYL","journalArticle","2025","Yin, Yanling; Zhang, Fei","Career development paths and innovation entrepreneurship research for students in clean energy majors in the context of new energy development","","","1863-2386","10.1007/s11761-025-00461-y","","","2025","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","","","","","","","","","","","","","","","","","","","","","","renewable energy; career development; entrepreneurship research; innovation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIJTAYJW","journalArticle","2025","Chen, Ge; Qin, Junjie; Zhang, Hongcai","Model-free self-supervised learning for dispatching distributed energy resources","","","1949-3053","10.1109/TSG.2024.3471492","","","2025","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","16.0","","","","","","","","","","","","","","","","","","","","","impedance; training; distribution networks; computational modeling; batteries; distributed power generation; costs; distributed energy resources; imitation learning; model-free; network topology; power dispatch; renewable energy sources; self-supervised learning; topology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACZNGXVY","journalArticle","2021","Ramezani, Mahdi; Tafazoli, Shahram","Using artificial intelligence in mining excavators: Automating routine operational decisions","","","1932-4529","10.1109/MIE.2020.2964053","","","2021","2025-12-15 17:38:52","2025-12-15 17:38:52","","","","","15.0","","","","","","","","","","","","","","","","","","","","","artificial intelligence; safety; artificial neural networks; energy efficiency; real-time systems; cameras; intelligent sensors; excavation; fuel processing industries; mining industry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
